category_code,status,founded_at,country_code,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships,ROI,active_days,isClosed
mobile,operating,2003,AUS,,,1,1,2003,2003,1,250000,2007,2007,1,2,6.50049663,6570,1
